"filename", "language", "C++", "CMake", "YAML", "Markdown", "Swift", "JSON", "HTML", "Dart", "XML", "Shell Script", "JavaScript", "GLSL", "Properties", "WebAssembly Text Format", "comment", "blank", "total"
"c:\MAIN FLUTTER\stockall\lib\components\alert_dialogues\info_alert.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 5, 162
"c:\MAIN FLUTTER\stockall\lib\components\bar_chart\daily_bar_chart.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 2, 13, 135
"c:\MAIN FLUTTER\stockall\lib\components\bar_chart\horizontal_stroke.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 4, 63
"c:\MAIN FLUTTER\stockall\lib\components\bar_chart\vertical_stroke.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 3, 64
"c:\MAIN FLUTTER\stockall\lib\components\barcode_scanner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 21, 13, 155
"c:\MAIN FLUTTER\stockall\lib\components\buttons\floating_action_butto.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 4, 88
"c:\MAIN FLUTTER\stockall\lib\components\buttons\main_button_p.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 5, 74
"c:\MAIN FLUTTER\stockall\lib\components\buttons\main_button_transparent.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 5, 64
"c:\MAIN FLUTTER\stockall\lib\components\buttons\payment_type_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 3, 127
"c:\MAIN FLUTTER\stockall\lib\components\buttons\small_button_main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 5, 61
"c:\MAIN FLUTTER\stockall\lib\components\buttons\toggle_total_price.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 4, 137
"c:\MAIN FLUTTER\stockall\lib\components\calendar\calendar_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 0, 1, 18, 417
"c:\MAIN FLUTTER\stockall\lib\components\list_tiles\main_receipt_tile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 2, 14, 359
"c:\MAIN FLUTTER\stockall\lib\components\major\empty_widget_display.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 5, 153
"c:\MAIN FLUTTER\stockall\lib\components\major\empty_widget_display_only.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 5, 135
"c:\MAIN FLUTTER\stockall\lib\components\major\items_summary.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 342, 0, 0, 0, 0, 0, 0, 4, 6, 352
"c:\MAIN FLUTTER\stockall\lib\components\major\my_drawer_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 801, 0, 0, 0, 0, 0, 0, 43, 14, 858
"c:\MAIN FLUTTER\stockall\lib\components\major\top_banner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 0, 2, 3, 171
"c:\MAIN FLUTTER\stockall\lib\components\major\top_banner_two.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 1, 3, 128
"c:\MAIN FLUTTER\stockall\lib\components\major\unsupported_platform.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 3, 92
"c:\MAIN FLUTTER\stockall\lib\components\my_calculator.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 603, 0, 0, 0, 0, 0, 0, 0, 18, 621
"c:\MAIN FLUTTER\stockall\lib\components\progress_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 4, 115
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\barcode_scanner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 4, 78
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\edit_cart_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 8, 111
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\general_textfield.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 4, 101
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\general_textfield_only.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 4, 72
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\main_dropdown.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 4, 87
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\main_dropdown_only.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 4, 81
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\money_textfield.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 2, 15, 152
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\number_textfield.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 2, 16, 153
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\phone_number_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 5, 124
"c:\MAIN FLUTTER\stockall\lib\components\text_fields\text_field_barcode.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 6, 157
"c:\MAIN FLUTTER\stockall\lib\constants\app_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 2, 67
"c:\MAIN FLUTTER\stockall\lib\constants\bottom_sheet_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 2941, 0, 0, 0, 0, 0, 0, 285, 49, 3275
"c:\MAIN FLUTTER\stockall\lib\constants\calculations.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 16, 22, 167
"c:\MAIN FLUTTER\stockall\lib\constants\constants_main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 18, 41, 144
"c:\MAIN FLUTTER\stockall\lib\constants\functions.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 3458, 0, 0, 0, 0, 0, 0, 92, 110, 3660
"c:\MAIN FLUTTER\stockall\lib\constants\play_sounds.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 3, 12
"c:\MAIN FLUTTER\stockall\lib\constants\scan_barcode.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 63, 7, 89
"c:\MAIN FLUTTER\stockall\lib\helpers\clean_up_url.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 4
"c:\MAIN FLUTTER\stockall\lib\helpers\clean_up_url_stub.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 3, 11
"c:\MAIN FLUTTER\stockall\lib\helpers\clean_up_url_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 8, 5, 21
"c:\MAIN FLUTTER\stockall\lib\local_database\local_user\local_user_database.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 11, 21, 109
"c:\MAIN FLUTTER\stockall\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 99, 40, 449
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\auth_landing\auth_landing.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\auth_landing\platforms\auth_landing_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 3, 198
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\auth_landing\platforms\auth_landing_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 4, 179
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\auth_landing\platforms\auth_landing_tablet.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 3, 191
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\auth_screens\auth_screens_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\base_page\base_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 55, 11, 115
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\components\check_agree.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 3, 74
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\components\email_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 4, 146
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\forgot_password_page\enter_new_password\enter_new_password.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 8, 7, 59
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\forgot_password_page\enter_new_password\platforms\enter_new_password_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 327, 0, 0, 0, 0, 0, 0, 28, 20, 375
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\forgot_password_page\forgot_password_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 2, 4, 44
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\forgot_password_page\platforms\forgot_password_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 0, 2, 6, 162
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\launch_screen\launch_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 15, 5, 48
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\login\login_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 5, 7, 57
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\login\platforms\login_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 9, 245
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\login\platforms\login_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 8, 11, 379
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\platforms\signup_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 0, 0, 0, 8, 298
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\platforms\signup_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 457, 0, 0, 0, 0, 0, 0, 13, 10, 480
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\platforms\signup_two_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 5, 404
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\platforms\signup_two_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 24, 5, 342
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\sign_up_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 7, 101
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\sign_up\signup_two.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 6, 54
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\platforms\components\indicator.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 3, 32
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\platforms\components\mobile_splash_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 5, 84
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\platforms\splash_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 0, 2, 8, 251
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\platforms\splash_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 1, 4, 192
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\platforms\splash_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\splash_screens\splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 6, 6, 81
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\enter_code.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 3, 36
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\platforms\enter_code_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 298, 0, 0, 0, 0, 0, 0, 6, 4, 308
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\platforms\enter_code_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 0, 0, 0, 3, 4, 228
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\platforms\verify_phone_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 4, 218
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\platforms\verify_phone_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 7, 11, 250
"c:\MAIN FLUTTER\stockall\lib\pages\authentication\verify_phone\verify_phone.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 4, 91
"c:\MAIN FLUTTER\stockall\lib\pages\calendar_practice.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"c:\MAIN FLUTTER\stockall\lib\pages\customers\add_customer\add_customer.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 6, 59
"c:\MAIN FLUTTER\stockall\lib\pages\customers\add_customer\platforms\add_customer_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1995, 0, 0, 0, 0, 0, 0, 11, 37, 2043
"c:\MAIN FLUTTER\stockall\lib\pages\customers\components\customer_main_tile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 10, 4, 130
"c:\MAIN FLUTTER\stockall\lib\pages\customers\customer_page\customer_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\MAIN FLUTTER\stockall\lib\pages\customers\customer_page\platform\customer_page_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 604, 0, 0, 0, 0, 0, 0, 0, 21, 625
"c:\MAIN FLUTTER\stockall\lib\pages\customers\customers_list\customer_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 1, 8, 76
"c:\MAIN FLUTTER\stockall\lib\pages\customers\customers_list\platforms\customer_list_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 349, 0, 0, 0, 0, 0, 0, 0, 10, 359
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\button_tab.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 5, 76
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\main_bottom_nav.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 3, 285
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\main_info_tab.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 26, 6, 145
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\nav_button.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 4, 91
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\top_nav_bar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 294, 0, 0, 0, 0, 0, 0, 0, 7, 301
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\components\total_sales_banner.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 363, 0, 0, 0, 0, 0, 0, 12, 20, 395
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\dashboard.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 5, 17, 120
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\employee_auth_page\emp_auth.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1019, 0, 0, 0, 0, 0, 0, 42, 16, 1077
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_desktop.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 143, 4, 156
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1357, 0, 0, 0, 0, 0, 0, 13, 32, 1402
"c:\MAIN FLUTTER\stockall\lib\pages\dashboard\platforms\dashboard_tablet.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 156, 6, 176
"c:\MAIN FLUTTER\stockall\lib\pages\employees\add_employee_page\add_employee_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 6, 47
"c:\MAIN FLUTTER\stockall\lib\pages\employees\add_employee_page\platforms\add_employee_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 675, 0, 0, 0, 0, 0, 0, 10, 25, 710
"c:\MAIN FLUTTER\stockall\lib\pages\employees\components\employee_tile_main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 0, 0, 0, 5, 161
"c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_list\employee_list_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 2, 6, 59
"c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_list\platforms\employee_list_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 10, 211
"c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_page\employee_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\MAIN FLUTTER\stockall\lib\pages\employees\employee_page\platforms\employee_page_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 709, 0, 0, 0, 0, 0, 0, 0, 31, 740
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\add_expenses\add_expenses.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\add_expenses\platforms\add_expenses_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 353, 0, 0, 0, 0, 0, 0, 13, 17, 383
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\components\expenses_tile.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 0, 8, 212
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\expenses_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 1, 7, 65
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\platforms\expenses_moblie.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 499, 0, 0, 0, 0, 0, 0, 10, 10, 519
"c:\MAIN FLUTTER\stockall\lib\pages\expenses\single_expense\expense_details.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
